"id","Layout","Layout percent","Mirror","Mirror percent","Palette","Palette percent","Region","Region percent","Vortex","Vortex direction","Vortex direction percent","Vortex percent","rarity","rank","id again"
471,"Marblelike",14.26,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.286277532065496942426108",850,471
472,"Oleo",13.96,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.331091791741127183801296",898,472
473,"Nebula",4.49,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.147576866133558415317140",516,473
474,"Rings",13.87,"None",97.85,"Cascara",1.07,"Topology",99.61,"None",,,95.8,"0.138576477563874700393853",465,474
475,"Vapor",13.67,"None",97.85,"Humite",0.49,"Topology",99.61,"None",,,95.8,"0.062545183894918879308200",234,475
476,"Rings",13.87,"None",97.85,"Ixiga",0.49,"Topology",99.61,"None",,,95.8,"0.063460256080652893695415",249,476
477,"Rings",13.87,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",757,477
478,"Flame",15.43,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.324173659267552427554193",880,478
479,"Vapor",13.67,"None",97.85,"Plumbo",0.88,"Topology",99.61,"None",,,95.8,"0.112326044545976763688877",391,479
480,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.403451591701607326090340",972,480
481,"Flame",15.43,"None",97.85,"Morado",1.17,"Topology",99.61,"None",,,95.8,"0.168570302819127243454389",595,481
482,"Nebula",4.49,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.122840970957763084836500",437,482
483,"Marblelike",14.26,"None",97.85,"Omino",1.07,"Topology",99.61,"Soft","Right",2.44,1.46,"0.000052979731798137369089",19,483
484,"Flame",15.43,"None",97.85,"Sidra",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",474,484
485,"Marblelike",14.26,"None",97.85,"Kovera",1.07,"Topology",99.61,"Strong","Right",2.44,1.95,"0.000070760600689293059041",26,485
486,"Marblelike",14.26,"None",97.85,"Wemel",0.78,"Topology",99.61,"Medium","Left",1.76,0.78,"0.000014882817929563582867",6,486
487,"Rings",13.87,"None",97.85,"Fumica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",697,487
488,"Oleo",13.96,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.280254863087961991752195",839,488
489,"Vapor",13.67,"Single",1.86,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.007109147553847079865907",75,489
490,"Oleo",13.96,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",869,490
491,"Marblelike",14.26,"None",97.85,"Vaporo",1.76,"Topology",99.61,"None",,,95.8,"0.234348119272220795084039",775,491
492,"Rings",13.87,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",646,492
493,"Flame",15.43,"None",97.85,"Oro",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",553,493
494,"Vapor",13.67,"None",97.85,"Plumbo",0.88,"Topology",99.61,"None",,,95.8,"0.112326044545976763688877",399,494
495,"Rings",13.87,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.328957245805833298213372",890,495
496,"Vapor",13.67,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.162106905197034661947342",567,496
497,"Nebula",4.49,"None",97.85,"Jovica",1.17,"Topology",99.61,"None",,,95.8,"0.049052537890983891055718",167,497
498,"Flame",15.43,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",976,498
499,"Oleo",13.96,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.229417934434796799703093",772,499
500,"Cellophane",5.66,"None",97.85,"Kovera",1.07,"Topology",99.61,"None",,,95.8,"0.056549593584104593246842",208,500
501,"Cellophane",5.66,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.154850756263015393310312",558,501
502,"Partitions",0.59,"None",97.85,"Xenoid",1.07,"Topology",99.61,"None",,,95.8,"0.005894745620957899528980",68,502
503,"Flame",15.43,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.210352685569167391355094",689,503
504,"Vapor",13.67,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.399523317532849198130407",962,504
505,"Marblelike",14.26,"None",97.85,"Fumica",1.66,"Topology",99.61,"Soft","Right",2.44,1.46,"0.000082192854939166378977",32,505
506,"Marblelike",14.26,"None",97.85,"Golo",1.46,"Topology",99.61,"None",,,95.8,"0.194402417123546750188368",678,506
507,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.403451591701607326090340",968,507
508,"Rings",13.87,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",649,508
509,"Sinousity",1.86,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.050887350998093404397249",185,509
510,"Filaments",4.39,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.088131722704595474859879",349,510
511,"Cellophane",5.66,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.154850756263015393310312",561,511
512,"Caustics",3.61,"None",97.85,"Grava",0.68,"Topology",99.61,"None",,,95.8,"0.022921624505508393643272",118,512
513,"Cellophane",5.66,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.098301162678910800063470",372,513
514,"Dotted",4.39,"None",97.85,"Pastel",1.86,"Topology",99.61,"Soft","Right",2.44,1.46,"0.000028352014131713491738",14,514
515,"Flame",15.43,"None",97.85,"Sidra",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",489,515
516,"Caustics",3.61,"None",97.85,"Grava",0.68,"Topology",99.61,"None",,,95.8,"0.022921624505508393643272",119,516
517,"Rings",13.87,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",744,517
518,"Rings",13.87,"None",97.85,"Vertebra",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",332,518
519,"Rings",13.87,"None",97.85,"Vertebra",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",329,519
520,"Rings",13.87,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",642,520
521,"Oleo",13.96,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.178581005781631579898416",604,521
522,"Cells",3.81,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.104236993173513883825798",384,522
523,"Oleo",13.96,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.242453044345864815456437",801,523
524,"Vapor",13.67,"None",97.85,"Plumbo",0.88,"Topology",99.61,"None",,,95.8,"0.112326044545976763688877",393,524
525,"Flame",15.43,"None",97.85,"Drago",1.56,"Topology",99.61,"None",,,95.8,"0.224760403758836380117003",741,525
526,"Oleo",13.96,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.331091791741127183801296",900,526
527,"Oleo",13.96,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",726,527
528,"Marblelike",14.26,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",810,528
529,"Flame",15.43,"None",97.85,"Sidra",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",492,529
530,"Filaments",4.39,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.059847588441260188285575",216,530
531,"Flame",15.43,"None",97.85,"Purpureo",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",488,531
532,"Dotted",4.39,"None",97.85,"Vaporo",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",269,532
533,"Vapor",13.67,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.162106905197034661947342",564,533
534,"Flame",15.43,"None",97.85,"Oro",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",535,534
535,"Vapor",13.67,"None",97.85,"Lumkin",0.39,"Topology",99.61,"None",,,95.8,"0.049780860651057891319571",176,535
536,"Rings",13.87,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",696,536
537,"Dotted",4.39,"None",97.85,"Golico",1.17,"Topology",99.61,"None",,,95.8,"0.047960053750872887190493",162,537
538,"Rings",13.87,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",573,538
539,"Cellophane",5.66,"None",97.85,"Cofeo",0.1,"Topology",99.61,"None",,,95.8,"0.005285008746177999490456",66,539
540,"Oleo",13.96,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",660,540
541,"Sinousity",1.86,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.050887350998093404397249",186,541
542,"Filaments",4.39,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.092230872597832469494961",365,542
543,"Vapor",13.67,"None",97.85,"Forza",0.49,"Topology",99.61,"None",,,95.8,"0.062545183894918879308200",231,543
544,"Vapor",13.67,"None",97.85,"Fosfora",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",320,544
545,"Vapor",13.67,"None",97.85,"Nube",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",323,545
546,"Rings",13.87,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",695,546
547,"Dotted",4.39,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",273,547
548,"Vapor",13.67,"None",97.85,"Foresta",0.59,"Topology",99.61,"None",,,95.8,"0.075309507138779888113511",285,548
549,"Rings",13.87,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",762,549
550,"Marblelike",14.26,"None",97.85,"Golo",1.46,"Topology",99.61,"None",,,95.8,"0.194402417123546750188368",676,550
551,"Cellophane",5.66,"None",97.85,"Quelmi",0.2,"Topology",99.61,"None",,,95.8,"0.010570017492355998980913",90,551
552,"Vapor",13.67,"None",97.85,"Plumbo",0.88,"Topology",99.61,"None",,,95.8,"0.112326044545976763688877",394,552
553,"Rings",13.87,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",638,553
554,"Flame",15.43,"None",97.85,"Morado",1.17,"Topology",99.61,"None",,,95.8,"0.168570302819127243454389",590,554
555,"Oleo",13.96,"None",97.85,"Ilego",0.29,"Topology",99.61,"None",,,95.8,"0.037801818742097197112439",137,555
556,"Flame",15.43,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",977,556
557,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"Medium","Left",1.76,0.78,"0.000057814023495612382924",20,557
558,"Cells",3.81,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.045181222297052091307901",158,558
559,"Oleo",13.96,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",866,559
560,"Oleo",13.96,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",662,560
561,"Flame",15.43,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",984,561
562,"Flame",15.43,"None",97.85,"Granito",1.27,"Topology",99.61,"None",,,95.8,"0.182978021008796287727449",616,562
563,"Caustics",3.61,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.055955730410505791216913",202,563
564,"Vapor",13.67,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.449304178183907054755508",994,564
565,"Flame",15.43,"None",97.85,"Drago",1.56,"Topology",99.61,"None",,,95.8,"0.224760403758836380117003",733,565
566,"Vapor",13.67,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.287197272986872420563742",857,566
567,"Dotted",4.39,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.076244188014208194581478",299,567
568,"Caustics",3.61,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.062697384676831807714947",243,568
569,"Rings",13.87,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",750,569
570,"Marblelike",14.26,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.390136357652049348132550",939,570
571,"Cells",3.81,"None",97.85,"Vitrio",0.49,"Topology",99.61,"None",,,95.8,"0.017432125138232695826801",103,571
572,"Marblelike",14.26,"None",97.85,"Omino",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",508,572
573,"Flame",15.43,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",983,573
574,"Rings",13.87,"None",97.85,"Vertebra",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",339,574
575,"Flame",15.43,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",989,575
576,"Filaments",4.39,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",278,576
577,"Filaments",4.39,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.120105091871844066320207",432,577
578,"Rings",13.87,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",574,578
579,"Oleo",13.96,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.381928720394292375850398",933,579
580,"Nebula",4.49,"None",97.85,"Udomeo",1.27,"Topology",99.61,"None",,,95.8,"0.053245062497050889283035",195,580
581,"Rings",13.87,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",576,581
582,"Rings",13.87,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.240889951653090544914093",796,582
583,"Oleo",13.96,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",861,583
584,"Vapor",13.67,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.399523317532849198130407",956,584
585,"Cells",3.81,"None",97.85,"Oniria",0.98,"Topology",99.61,"None",,,95.8,"0.034864250276465391653602",130,585
586,"Oleo",13.96,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",864,586
587,"Marblelike",14.26,"None",97.85,"Omino",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",510,587
588,"Rings",13.87,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",647,588
589,"Dotted",4.39,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.124204241765081074833077",441,589
590,"Flame",15.43,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.210352685569167391355094",691,590
591,"Rings",13.87,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.328957245805833298213372",887,591
592,"Rings",13.87,"None",97.85,"Ixiga",0.49,"Topology",99.61,"None",,,95.8,"0.063460256080652893695415",247,592
593,"Oleo",13.96,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",872,593
594,"Vapor",13.67,"None",97.85,"Humite",0.49,"Topology",99.61,"None",,,95.8,"0.062545183894918879308200",226,594
595,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.403451591701607326090340",969,595
596,"Marblelike",14.26,"None",97.85,"Volka",1.86,"Topology",99.61,"Soft","Right",2.44,1.46,"0.000092095608546294863107",35,596
597,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",547,597
598,"Flame",15.43,"None",97.85,"Granito",1.27,"Topology",99.61,"None",,,95.8,"0.182978021008796287727449",613,598
599,"Cellophane",5.66,"None",97.85,"Quelmi",0.2,"Topology",99.61,"None",,,95.8,"0.010570017492355998980913",91,599
600,"Flame",15.43,"None",97.85,"Oro",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",546,600
601,"Oleo",13.96,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.229417934434796799703093",773,601
602,"Cellophane",5.66,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.072404619822638585646679",279,602
603,"Marblelike",14.26,"None",97.85,"Difumina",0.49,"Topology",99.61,"None",,,95.8,"0.065244646842834180811010",250,603
604,"Filaments",4.39,"None",97.85,"Likan",0.1,"Topology",99.61,"None",,,95.8,"0.004099149893236998971890",63,604
605,"Caustics",3.61,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.042809504591170097209663",151,605
606,"Dotted",4.39,"None",97.85,"Golico",1.17,"Topology",99.61,"None",,,95.8,"0.047960053750872887190493",161,606
607,"Marblelike",14.26,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.299592766115054920383898",874,607
608,"Flame",15.43,"None",97.85,"Morado",1.17,"Topology",99.61,"None",,,95.8,"0.168570302819127243454389",593,608
609,"Dotted",4.39,"None",97.85,"Furico",0.39,"Topology",99.61,"None",,,95.8,"0.015986684583624302669058",100,609
610,"Nebula",4.49,"None",97.85,"Zafron",0.2,"Topology",99.61,"None",,,95.8,"0.008385049212133999924079",82,610
611,"Dotted",4.39,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.068045888227734177555739",264,611
612,"Marblelike",14.26,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",819,612
613,"Marblelike",14.26,"None",97.85,"Golo",1.46,"Topology",99.61,"None",,,95.8,"0.194402417123546750188368",668,613
614,"Marblelike",14.26,"None",97.85,"Tempesta",2.93,"Topology",99.61,"Medium","Right",2.44,0.78,"0.000077506003745655572949",30,614
615,"Vapor",13.67,"None",97.85,"Uviko",0.29,"Topology",99.61,"None",,,95.8,"0.037016537407196889453154",133,615
616,"Flame",15.43,"None",97.85,"Sidra",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",480,616
617,"Marblelike",14.26,"None",97.85,"Wemel",0.78,"Topology",99.61,"None",,,95.8,"0.103858825586552391828654",377,617
618,"Rings",13.87,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",702,618
619,"Marblelike",14.26,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.286277532065496942426108",846,619
620,"Cellophane",5.66,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.067119611076460597431925",263,620
621,"Marblelike",14.26,"None",97.85,"Humo",1.27,"Topology",99.61,"None",,,95.8,"0.169103472429386531006301",600,621
622,"Rings",13.87,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",699,622
623,"Filaments",4.39,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",271,623
624,"Rings",13.87,"None",97.85,"Amber",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",334,624
625,"Vapor",13.67,"None",97.85,"Xaico",0.59,"Topology",99.61,"None",,,95.8,"0.075309507138779888113511",295,625
626,"Flame",15.43,"None",97.85,"Sidra",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",483,626
627,"Nebula",4.49,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.061210859248578192159940",225,627
628,"Marblelike",14.26,"None",97.85,"Kovera",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",509,628
629,"Vapor",13.67,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.186359119360370556472972",627,629
630,"Marblelike",14.26,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",807,630
631,"Flame",15.43,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.210352685569167391355094",693,631
632,"Flame",15.43,"None",97.85,"Oro",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",539,632
633,"Flame",15.43,"Single",1.86,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.006162115546629000004120",74,633
634,"Oleo",13.96,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.280254863087961991752195",843,634
635,"Dotted",4.39,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.088131722704595474859879",345,635
636,"Oleo",13.96,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",665,636
637,"Marblelike",14.26,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",816,637
638,"Flame",15.43,"None",97.85,"Purpureo",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",484,638
639,"Marblelike",14.26,"None",97.85,"Flama",2.15,"Topology",99.61,"Soft","Left",1.76,1.46,"0.000076786925511012642698",29,639
640,"Marblelike",14.26,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",818,640
641,"Marblelike",14.26,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.468696238544441590168077",1024,641
642,"Oleo",13.96,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.394963830305360363848166",946,642
643,"Oleo",13.96,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",867,643
644,"Marblelike",14.26,"None",97.85,"Humo",1.27,"Topology",99.61,"None",,,95.8,"0.169103472429386531006301",601,644
645,"Rings",13.87,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",641,645
646,"Rings",13.87,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",575,646
647,"Flame",15.43,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",981,647
648,"Vapor",13.67,"None",97.85,"Plumbo",0.88,"Topology",99.61,"None",,,95.8,"0.112326044545976763688877",397,648
649,"Cellophane",5.66,"None",97.85,"Cascara",1.07,"Topology",99.61,"None",,,95.8,"0.056549593584104593246842",207,649
650,"Oleo",13.96,"None",97.85,"Jovica",1.17,"Topology",99.61,"None",,,95.8,"0.152510785959495548391729",528,650
651,"Rings",13.87,"None",97.85,"Amber",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",331,651
652,"Dotted",4.39,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.076244188014208194581478",297,652
653,"Oleo",13.96,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.254184643265825960245508",830,653
654,"Flame",15.43,"None",97.85,"Oro",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",534,654
655,"Rings",13.87,"None",97.85,"Fumica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",705,655
656,"Cellophane",5.66,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.077161127694198791693303",303,656
657,"Vapor",13.67,"None",97.85,"Xaico",0.59,"Topology",99.61,"None",,,95.8,"0.075309507138779888113511",291,657
658,"Rings",13.87,"None",97.85,"Fumica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",707,658
659,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",1007,659
660,"Dotted",4.39,"None",97.85,"Jovica",1.17,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000017181514036847159410",8,660
661,"Flame",15.43,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",979,661
662,"Oleo",13.96,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.381928720394292375850398",932,662
663,"Oleo",13.96,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",714,663
664,"Cellophane",5.66,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.154850756263015393310312",560,664
665,"Filaments",4.39,"None",97.85,"Tripico",0.2,"Topology",99.61,"None",,,95.8,"0.008198299786473997943781",79,665
666,"Caustics",3.61,"None",97.85,"Udomeo",1.27,"Topology",99.61,"None",,,95.8,"0.042809504591170097209663",153,666
667,"Oleo",13.96,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.229417934434796799703093",767,667
668,"Rings",13.87,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",753,668
669,"Oleo",13.96,"None",97.85,"Humo",1.27,"Topology",99.61,"None",,,95.8,"0.165545895870563591900648",580,669
670,"Rings",13.87,"None",97.85,"Fumica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",710,670
671,"Cellophane",5.66,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.098301162678910800063470",373,671
672,"Flame",15.43,"None",97.85,"Morado",1.17,"Topology",99.61,"None",,,95.8,"0.168570302819127243454389",589,672
673,"Sinousity",1.86,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.025356837016114804062017",121,673
674,"Rings",13.87,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",700,674
675,"Cells",3.81,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.080045472573517489900397",311,675
676,"Sinousity",1.86,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.025356837016114804062017",122,676
677,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",550,677
678,"Rings",13.87,"None",97.85,"Amber",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",333,678
679,"Dotted",4.39,"None",97.85,"Rubero",1.76,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000025845696328932479894",13,679
680,"Filaments",4.39,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.092230872597832469494961",364,680
681,"Rings",13.87,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.455877757967139141115354",1015,681
682,"Rings",13.87,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",570,682
683,"Rings",13.87,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",650,683
684,"Nebula",4.49,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.094331803636507491339636",370,684
685,"Oleo",13.96,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",724,685
686,"Dotted",4.39,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.124204241765081074833077",442,686
687,"Cells",3.81,"None",97.85,"Xenoid",1.07,"Topology",99.61,"None",,,95.8,"0.038066069179406095135398",141,687
688,"Nebula",4.49,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.061210859248578192159940",219,688
689,"Dotted",4.39,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.120105091871844066320207",430,689
